country,province,top_ten,style,color,sweetness,points,price,count
France,Alsace,False,Varietal,Rosé,Dry,90,20,1
United States of America,New York,True,Varietal,White,Sweet,87,16,2
New Zealand,Marlborough,False,Varietal,White,Dry,85,7,1
France,Southwest France,False,Varietal,,Dry,90,15,1
South Africa,Swartland,False,Varietal,Red,Bone-Dry,91,53,1
Italy,Sicily & Sardinia,False,Varietal,,Bone-Dry,91,42,1
Germany,Baden,False,Varietal,,Sweet,87,13,1
Chile,Colchagua Valley,False,Varietal,Red,Bone-Dry,83,22,1
Italy,Sicily & Sardinia,False,Varietal,Red,Sweet,87,21,2
Italy,Southern Italy,False,Varietal,,Bone-Dry,85,10,1
Germany,Pfalz,False,Varietal,White,Bone-Dry,89,22,2
France,Rhône Valley,False,Varietal,Red,Bone-Dry,91,108,1
Chile,Maipo Valley,False,Varietal,White,Bone-Dry,88,18,1
Chile,Maipo Valley,False,Varietal,Red,Dry,90,35,1
New Zealand,Marlborough,False,Varietal,Red,Bone-Dry,88,20,6
United States of America,New York,True,Varietal,White,Dry,88,15,17
France,Beaujolais,False,Varietal,Red,Bone-Dry,90,21,2
France,Southwest France,False,Blend,White,Off-Dry,88,14,1
Italy,Tuscany,True,Blend,Red,Dry,88,70,1
United States of America,California,True,Sparkling,Red,Bone-Dry,88,20,1
Spain,Northern Spain,True,Varietal,Red,Bone-Dry,93,88,1
United States of America,California,True,Varietal,,Sweet,91,22,1
Italy,Tuscany,True,Varietal,Red,Dry,84,55,1
United States of America,Oregon,True,Varietal,Red,Bone-Dry,82,25,2
Austria,Wachau,False,Varietal,White,Sweet,94,35,1
France,Provence,False,Blend,Red,Dry,87,16,1
Chile,Leyda Valley,False,Varietal,Red,Bone-Dry,85,12,1
United States of America,Oregon,True,Varietal,White,Dry,90,12,1
Spain,Catalonia,False,Blend,Red,Bone-Dry,81,30,1
Austria,Burgenland,False,Varietal,,Sweet,89,59,1
United States of America,California,True,Blend,Red,Dry,86,32,3
Chile,Loncomilla Valley,False,Varietal,White,Bone-Dry,84,7,1
France,Bordeaux,True,Blend,Red,Dry,86,20,8
France,Loire Valley,False,Varietal,Red,Bone-Dry,91,36,1
Italy,Northeastern Italy,False,Varietal,White,Bone-Dry,86,22,6
Greece,Santorini,False,Varietal,White,Bone-Dry,89,21,1
Italy,Tuscany,True,Blend,Red,Bone-Dry,95,419,1
United States of America,Virginia,False,Varietal,,Bone-Dry,89,14,1
Austria,Neusiedlersee,False,Varietal,Red,Bone-Dry,90,25,2
Germany,Rheingau,False,Varietal,White,Dry,89,44,1
Germany,Mosel,False,Varietal,White,Dry,92,56,1
Austria,Kremstal,False,Varietal,White,Dry,87,16,1
Spain,Northern Spain,True,Blend,White,Bone-Dry,87,30,3
Italy,Tuscany,True,Blend,Red,Bone-Dry,92,26,1
United States of America,Washington,True,Varietal,White,Sweet,94,60,1
United States of America,California,True,Varietal,White,Dry,95,75,1
France,Burgundy,True,Varietal,White,Bone-Dry,92,56,2
United States of America,California,True,Varietal,Red,Bone-Dry,88,51,1
Chile,Curicó Valley,False,Varietal,Red,Sweet,84,9,1
Italy,Veneto,False,Varietal,White,Bone-Dry,87,13,5
Spain,Northern Spain,True,Blend,Red,Bone-Dry,89,28,2
United States of America,California,True,Varietal,,Sweet,87,45,1
Portugal,Lisboa,False,Varietal,White,Off-Dry,84,9,1
Spain,Northern Spain,True,Varietal,Red,Bone-Dry,91,32,1
France,Champagne,False,Sparkling,Red,Bone-Dry,91,150,1
Australia,South Australia,False,Varietal,Red,Bone-Dry,90,70,2
United States of America,California,True,Blend,White,Off-Dry,85,20,1
Portugal,Alentejo,False,Varietal,Red,Dry,91,45,1
Germany,Mosel,False,Varietal,White,Off-Dry,91,33,1
France,Bordeaux,True,Blend,Red,Bone-Dry,83,33,1
Australia,Western Australia,False,Varietal,White,Dry,87,17,1
Italy,Tuscany,True,Blend,Red,Bone-Dry,90,86,1
Italy,Veneto,False,Varietal,Red,Bone-Dry,90,17,2
United States of America,California,True,Varietal,White,Bone-Dry,83,29,1
France,Rhône Valley,False,Blend,Rosé,Bone-Dry,91,20,1
Greece,Pangeon,False,Varietal,Red,Bone-Dry,87,35,1
Italy,Central Italy,False,Blend,Red,Bone-Dry,88,22,1
United States of America,Washington,True,Varietal,White,Off-Dry,85,9,1
United States of America,California,True,Varietal,Red,Bone-Dry,92,19,2
South Africa,Western Cape,False,Blend,White,Bone-Dry,86,10,1
France,Burgundy,True,Varietal,Red,Bone-Dry,95,225,2
United States of America,California,True,Varietal,Red,Bone-Dry,85,48,5
South Africa,Stellenbosch,False,Varietal,Red,Bone-Dry,88,32,1
United States of America,California,True,Varietal,Red,Dry,82,21,3
Germany,Mosel,False,Varietal,Red,Sweet,86,30,1
United States of America,California,True,Varietal,Red,Bone-Dry,81,35,3
Italy,Tuscany,True,Varietal,Red,Bone-Dry,86,29,4
United States of America,California,True,Blend,Red,Bone-Dry,85,15,8
United States of America,California,True,Blend,Red,Bone-Dry,85,75,1
Argentina,Mendoza Province,True,Blend,Red,Bone-Dry,88,23,1
France,Alsace,False,Varietal,White,Sweet,93,48,1
France,Rhône Valley,False,Blend,Red,Bone-Dry,91,33,2
South Africa,Elgin,False,Varietal,White,Dry,87,20,1
Italy,Central Italy,False,Blend,Red,Bone-Dry,91,65,1
Italy,Piedmont,True,Varietal,Red,Bone-Dry,91,30,1
Chile,Chile,False,Varietal,Red,Bone-Dry,87,13,1
Canada,Ontario,False,Varietal,White,Sweet,89,80,1
Argentina,Mendoza Province,True,Varietal,Red,Bone-Dry,89,27,1
France,Southwest France,False,Blend,Red,Bone-Dry,90,49,1
Portugal,Setubal,False,Varietal,Red,Dry,91,15,1
France,Bordeaux,True,Blend,Red,Bone-Dry,89,19,7
Spain,Catalonia,False,Sparkling,White,Bone-Dry,91,43,1
United States of America,California,True,Varietal,Red,Bone-Dry,90,44,17
United States of America,California,True,Blend,White,Dry,90,26,2
Argentina,Mendoza Province,True,Varietal,Red,Bone-Dry,89,50,5
France,Loire Valley,False,Sparkling,White,Dry,92,20,1
Spain,Catalonia,False,Sparkling,White,Dry,86,18,2
Italy,Southern Italy,False,Varietal,Red,Bone-Dry,90,23,1
United States of America,New York,True,Varietal,White,Off-Dry,90,16,2
Austria,Burgenland,False,Varietal,,Bone-Dry,89,21,2
United States of America,California,True,Varietal,Red,Bone-Dry,88,125,4
Chile,Maule Valley,False,Varietal,Red,Sweet,86,15,1
Italy,Northeastern Italy,False,Varietal,Red,Bone-Dry,87,43,1
France,Burgundy,True,Varietal,Red,Bone-Dry,92,93,1
Austria,Traisental,False,Varietal,White,Bone-Dry,89,16,1
United States of America,California,True,Varietal,White,Bone-Dry,93,39,7
France,Bordeaux,True,Blend,White,Bone-Dry,96,767,1
France,Champagne,False,Sparkling,White,Bone-Dry,94,120,1
United States of America,Virginia,False,Varietal,White,Bone-Dry,87,28,3
Italy,Sicily & Sardinia,False,Varietal,Red,Sweet,87,25,1
United States of America,California,True,Blend,Red,Dry,93,30,1
United States of America,Oregon,True,Blend,Red,Bone-Dry,82,24,1
Italy,Southern Italy,False,Varietal,Red,Bone-Dry,87,23,4
Spain,Northern Spain,True,Varietal,Red,Bone-Dry,89,69,1
Portugal,Lisboa,False,Varietal,Red,Bone-Dry,89,15,2
France,Rhône Valley,False,Blend,Red,Bone-Dry,90,17,3
Italy,Piedmont,True,Varietal,Red,Bone-Dry,91,52,2
United States of America,California,True,Varietal,White,Bone-Dry,91,48,13
France,Southwest France,False,Varietal,Red,Bone-Dry,93,68,1
Portugal,Dão,False,Blend,Red,Bone-Dry,92,25,1
France,Champagne,False,Sparkling,White,Dry,90,30,4
France,Burgundy,True,Varietal,Red,Bone-Dry,91,85,1
United States of America,California,True,Blend,Red,Sweet,93,52,1
Germany,Pfalz,False,Varietal,White,Dry,86,12,3
United States of America,California,True,Varietal,White,Dry,91,55,4
Germany,Rheingau,False,Varietal,White,Sweet,97,775,1
France,Rhône Valley,False,Varietal,Red,Bone-Dry,93,130,2
Australia,South Australia,False,Varietal,White,Dry,84,23,1
United States of America,California,True,Varietal,Red,Dry,89,90,1
France,Champagne,False,Sparkling,Red,Dry,89,31,1
Australia,South Australia,False,Varietal,Red,Bone-Dry,92,95,1
France,Champagne,False,Sparkling,White,Dry,96,79,1
United States of America,Washington,True,Blend,Red,Sweet,90,29,2
France,Alsace,False,Sparkling,White,Dry,88,19,2
Italy,Central Italy,False,Varietal,Red,Bone-Dry,88,28,2
Italy,Piedmont,True,Varietal,Red,Bone-Dry,93,56,1
France,France Other,False,Blend,White,Sweet,90,32,1
Austria,Österreichischer Sekt,False,Sparkling,Rosé,Sweet,87,20,1
Argentina,Mendoza Province,True,Varietal,White,Bone-Dry,85,16,3
Spain,Catalonia,False,Blend,Red,Bone-Dry,89,150,1
Portugal,Port,False,Varietal,Red,Bone-Dry,95,90,2
Italy,Tuscany,True,Blend,Red,Bone-Dry,89,110,1
United States of America,Texas,False,Varietal,White,Bone-Dry,85,25,2
Austria,Niederösterreich,False,Varietal,White,Bone-Dry,87,20,2
Italy,Piedmont,True,Varietal,Red,Dry,94,96,1
United States of America,California,True,Blend,Red,Bone-Dry,91,100,3
France,Burgundy,True,Varietal,White,Bone-Dry,93,99,3
France,Bordeaux,True,Blend,Red,Dry,92,45,1
United States of America,California,True,Blend,Red,Sweet,94,70,1
Spain,Levante,False,Blend,Red,Bone-Dry,93,46,1
United States of America,Oregon,True,Varietal,White,Off-Dry,90,15,2
France,Burgundy,True,Varietal,Red,Bone-Dry,93,200,1
France,Languedoc-Roussillon,False,Blend,Red,Bone-Dry,90,40,1
United States of America,California,True,Blend,Red,Bone-Dry,94,58,4
United States of America,Oregon,True,Varietal,White,Bone-Dry,88,35,6
Italy,Tuscany,True,Blend,Red,Sweet,91,100,1
Italy,Lombardy,False,Sparkling,White,Bone-Dry,90,29,1
United States of America,California,True,Blend,Red,Bone-Dry,91,48,13
France,Burgundy,True,Varietal,White,Bone-Dry,93,76,1
Portugal,Port,False,Varietal,Red,Bone-Dry,94,94,1
Italy,Italy Other,False,Blend,White,Bone-Dry,91,45,1
United States of America,California,True,Varietal,Red,Dry,86,140,1
United States of America,California,True,Blend,Red,Dry,86,23,5
Australia,South Australia,False,Varietal,Red,Bone-Dry,93,45,1
Spain,Northern Spain,True,Varietal,Red,Dry,88,12,1
Spain,Andalucia,False,Varietal,,Dry,93,115,2
Italy,Northeastern Italy,False,Varietal,White,Sweet,87,12,1
Spain,Andalucia,False,Varietal,,Dry,92,18,1
Spain,Northern Spain,True,Varietal,Red,Bone-Dry,82,13,1
France,Burgundy,True,Varietal,White,Bone-Dry,88,62,1
Chile,Curicó Valley,False,Varietal,White,Bone-Dry,85,15,1
United States of America,Washington,True,Varietal,Red,Dry,91,28,6
France,Languedoc-Roussillon,False,Blend,Red,Bone-Dry,89,43,1
Portugal,Alentejano,False,Varietal,Red,Sweet,92,25,1
United States of America,New York,True,Varietal,White,Sweet,87,22,1
United States of America,California,True,Varietal,Red,Bone-Dry,91,129,2
Italy,Veneto,False,Varietal,White,Sweet,85,11,1
Portugal,Alentejano,False,Blend,Red,Bone-Dry,89,13,1
Chile,Cachapoal Valley,False,Varietal,Red,Bone-Dry,89,16,2
Spain,Northern Spain,True,Blend,Red,Dry,90,27,1
France,Burgundy,True,Varietal,Red,Bone-Dry,88,70,2
Italy,Southern Italy,False,Varietal,,Bone-Dry,92,38,2
United States of America,Virginia,False,Varietal,White,Dry,85,20,1
France,Champagne,False,Sparkling,White,Bone-Dry,89,125,1
Italy,Piedmont,True,Varietal,Red,Dry,85,68,1
Spain,Northern Spain,True,Varietal,Red,Sweet,89,15,1
Portugal,Alentejano,False,Varietal,White,Very Sweet,93,25,2
Chile,Casablanca Valley,False,Varietal,White,Bone-Dry,87,15,8
United States of America,Oregon,True,Varietal,Red,Bone-Dry,94,39,1
United States of America,California,True,Varietal,,Sweet,86,22,2
United States of America,California,True,Varietal,Red,Bone-Dry,92,68,15
France,Champagne,False,Sparkling,Red,Dry,87,30,1
Canada,British Columbia,False,Varietal,Red,Bone-Dry,82,22,1
France,Alsace,False,Varietal,White,Off-Dry,92,35,6
United States of America,Washington,True,Varietal,Red,Bone-Dry,88,100,1
New Zealand,Marlborough,False,Varietal,White,Dry,87,23,1
United States of America,California,True,Varietal,White,Bone-Dry,85,8,3
South Africa,Cederberg,False,Varietal,White,Off-Dry,91,30,1
France,Alsace,False,Varietal,White,Dry,90,15,2
Spain,Northern Spain,True,Varietal,Red,Sweet,94,166,1
Italy,Tuscany,True,Varietal,,Bone-Dry,88,20,3
United States of America,California,True,Sparkling,Rosé,Sweet,88,30,1
Spain,Catalonia,False,Blend,Red,Bone-Dry,87,20,2
Spain,Catalonia,False,Sparkling,White,Bone-Dry,90,30,2
Portugal,Portuguese Table Wine,False,Varietal,Red,Bone-Dry,91,20,2
Bulgaria,Thracian Valley,False,Blend,White,Bone-Dry,87,11,1
United States of America,California,True,Varietal,White,Bone-Dry,88,55,4
United States of America,California,True,Blend,White,Sweet,82,12,1
United States of America,California,True,Blend,Red,Sweet,84,56,1
Italy,Northeastern Italy,False,Varietal,,Bone-Dry,90,65,1
Italy,Piedmont,True,Sparkling,Rosé,Sweet,83,18,1
France,Alsace,False,Varietal,White,Bone-Dry,87,17,8
France,Alsace,False,Sparkling,Red,Off-Dry,89,23,1
Italy,Piedmont,True,Varietal,Red,Dry,89,59,1
Chile,Maipo Valley,False,Varietal,Red,Bone-Dry,86,19,2
United States of America,Washington,True,Varietal,Red,Sweet,88,25,5
France,Alsace,False,Blend,White,Dry,87,13,1
Portugal,Península de Setúbal,False,Varietal,Red,Bone-Dry,94,50,1
Spain,Northern Spain,True,Varietal,White,Bone-Dry,90,36,1
Spain,Northern Spain,True,Varietal,Red,Bone-Dry,89,22,4
Portugal,Minho,False,Blend,White,Very Sweet,90,23,1
United States of America,Oregon,True,Varietal,White,Bone-Dry,92,30,10
United States of America,California,True,Varietal,White,Bone-Dry,86,44,2
United States of America,California,True,Varietal,Rosé,Bone-Dry,88,12,2
South Africa,Simonsberg-Stellenbosch,False,Varietal,Red,Bone-Dry,87,35,2
Chile,Maipo Valley,False,Blend,Red,Bone-Dry,85,12,2
Portugal,Vinho Verde,False,Varietal,White,Bone-Dry,90,20,2
Spain,Northern Spain,True,Varietal,White,Bone-Dry,87,17,5
France,Southwest France,False,Blend,Red,Bone-Dry,90,18,2
Australia,South Australia,False,Varietal,White,Bone-Dry,90,25,1
Spain,Catalonia,False,Blend,Red,Bone-Dry,92,35,2
France,Loire Valley,False,Varietal,Red,Bone-Dry,87,13,1
United States of America,Oregon,True,Varietal,White,Off-Dry,92,29,1
France,Alsace,False,Varietal,White,Off-Dry,91,26,2
France,Burgundy,True,Varietal,White,Bone-Dry,92,119,1
United States of America,America,False,Blend,Red,Bone-Dry,86,40,1
United States of America,California,True,Varietal,Red,Bone-Dry,95,118,1
Spain,Northern Spain,True,Blend,Red,Bone-Dry,91,85,1
Italy,Northeastern Italy,False,Varietal,Red,Bone-Dry,89,68,1
Chile,Maipo Valley,False,Blend,Red,Bone-Dry,92,40,2
France,Southwest France,False,Varietal,White,Bone-Dry,89,22,1
Spain,Northern Spain,True,Varietal,Red,Sweet,86,9,1
New Zealand,Marlborough,False,Varietal,White,Dry,87,18,6
Italy,Tuscany,True,Varietal,Red,Bone-Dry,92,54,1
United States of America,New York,True,Varietal,Rosé,Dry,86,28,2
France,Rhône Valley,False,Blend,Red,Bone-Dry,91,19,1
Portugal,Alentejo,False,Varietal,Red,Dry,92,35,1
France,Champagne,False,Sparkling,Rosé,Dry,89,51,1
United States of America,Oregon,True,Varietal,White,Bone-Dry,86,10,1
Austria,Niederösterreich,False,Varietal,,Bone-Dry,92,36,2
United States of America,Idaho,False,Blend,White,Dry,83,18,1
United States of America,Oregon,True,Blend,White,Bone-Dry,92,36,1
Australia,Western Australia,False,Varietal,White,Bone-Dry,94,89,2
Italy,Northeastern Italy,False,Varietal,,Bone-Dry,87,19,3
United States of America,Washington,True,Varietal,Red,Bone-Dry,86,36,9
Spain,Central Spain,False,Blend,Red,Bone-Dry,90,30,3
United States of America,California,True,Blend,White,Sweet,80,10,1
United States of America,California,True,Varietal,White,Bone-Dry,83,26,2
United States of America,California,True,Varietal,White,Dry,85,28,2
Spain,Catalonia,False,Sparkling,White,Bone-Dry,83,17,1
France,Burgundy,True,Varietal,Red,Bone-Dry,84,18,1
Germany,Mosel,False,Varietal,White,Off-Dry,86,13,2
Italy,Veneto,False,Varietal,White,Bone-Dry,87,17,8
France,Alsace,False,Varietal,White,Dry,94,48,1
Spain,Northern Spain,True,Varietal,,Bone-Dry,92,60,1
Italy,Sicily & Sardinia,False,Blend,Red,Bone-Dry,92,70,1
France,Champagne,False,Sparkling,Rosé,Dry,90,49,1
Portugal,Douro,False,Varietal,Red,Dry,91,15,2
Spain,Galicia,False,Varietal,White,Dry,90,14,1
Hungary,Tokaji,False,Varietal,,Dry,90,28,1
Australia,Victoria,False,Varietal,Red,Bone-Dry,84,48,1
South Africa,Swartland,False,Varietal,Red,Bone-Dry,87,10,1
United States of America,Washington,True,Varietal,Red,Bone-Dry,83,37,1
Italy,Tuscany,True,Blend,Red,Bone-Dry,89,52,1
Spain,Northern Spain,True,Varietal,Red,Bone-Dry,87,35,2
France,France Other,False,Sparkling,Rosé,Dry,86,25,1
United States of America,New York,True,Blend,,Bone-Dry,88,40,1
Spain,Galicia,False,Varietal,White,Dry,86,12,1
United States of America,California,True,Varietal,Red,Bone-Dry,85,70,3
United States of America,California,True,Varietal,Red,Dry,91,37,2
United States of America,New York,True,Varietal,White,Bone-Dry,89,21,2
Chile,Cachapoal Valley,False,Blend,Red,Bone-Dry,92,26,1
United States of America,California,True,Varietal,Red,Bone-Dry,88,28,58
United States of America,New York,True,Varietal,White,Sweet,90,49,1
United States of America,California,True,Varietal,Rosé,Bone-Dry,88,25,7
United States of America,California,True,Varietal,White,Dry,84,8,3
France,Southwest France,False,Blend,Red,Dry,91,30,1
France,Bordeaux,True,Blend,Red,Bone-Dry,82,45,1
Italy,Tuscany,True,Varietal,,Very Sweet,100,210,1
United States of America,California,True,Varietal,Red,Bone-Dry,89,58,4
Argentina,Mendoza Province,True,Varietal,Red,Bone-Dry,80,5,2
Spain,Andalucia,False,Varietal,,Sweet,91,15,1
Portugal,Douro,False,Blend,White,Very Sweet,87,16,1
United States of America,Virginia,False,Varietal,Rosé,Bone-Dry,86,18,1
Italy,Central Italy,False,Varietal,Red,Off-Dry,85,18,1
Spain,Catalonia,False,Blend,Red,Bone-Dry,91,52,2
Portugal,Douro,False,Varietal,Red,Bone-Dry,90,15,2
Italy,Sicily & Sardinia,False,Varietal,White,Bone-Dry,86,11,5
Spain,Northern Spain,True,Blend,White,Bone-Dry,88,20,1
South Africa,Western Cape,False,Varietal,Red,Bone-Dry,86,30,1
Romania,Dealu Mare,False,Varietal,Red,Bone-Dry,84,15,1
United States of America,California,True,Blend,White,Bone-Dry,87,19,2
Greece,Peloponnese,False,Blend,Red,Dry,88,14,1
Italy,Veneto,False,Blend,Red,Dry,94,135,2
France,Rhône Valley,False,Blend,White,Bone-Dry,87,50,1
Italy,Tuscany,True,Varietal,Red,Bone-Dry,87,75,3
United States of America,California,True,Varietal,White,Sweet,86,28,4
France,Loire Valley,False,Blend,Red,Bone-Dry,87,18,1
United States of America,California,True,Varietal,White,Sweet,82,15,9
United States of America,California,True,Varietal,Red,Dry,89,80,1
Spain,Catalonia,False,Blend,Red,Sweet,84,25,1
Italy,Northeastern Italy,False,Blend,White,Bone-Dry,94,120,1
South Africa,Paarl,False,Blend,Red,Sweet,93,50,1
United States of America,Oregon,True,Blend,White,Bone-Dry,82,21,1
Argentina,Mendoza Province,True,Varietal,Red,Sweet,83,13,3
Portugal,Alentejo,False,Varietal,Red,Bone-Dry,83,7,1
Australia,Western Australia,False,Varietal,Red,Bone-Dry,93,75,1
United States of America,Washington,True,Blend,Red,Bone-Dry,91,30,28
United States of America,California,True,Varietal,White,Very Sweet,94,65,1
United States of America,California,True,Varietal,Red,Bone-Dry,90,34,23
Chile,Cachapoal Valley,False,Varietal,Red,Bone-Dry,91,25,1
United States of America,California,True,Sparkling,White,Dry,87,60,1
Spain,Levante,False,Varietal,,Bone-Dry,87,17,1
Argentina,Other,False,Varietal,Red,Bone-Dry,83,12,2
France,Rhône Valley,False,Blend,Red,Bone-Dry,91,31,2
Austria,Vienna,False,Blend,Red,Bone-Dry,90,30,1
United States of America,California,True,Blend,Red,Sweet,88,23,1
Austria,Niederösterreich,False,Varietal,White,Dry,93,32,2
Italy,Veneto,False,Blend,Red,Dry,90,90,1
Portugal,Vinho Verde,False,Sparkling,Red,Sweet,87,12,1
Portugal,Lisboa,False,Varietal,,Bone-Dry,88,11,2
Italy,Southern Italy,False,Varietal,,Bone-Dry,83,16,2
Austria,Wachau,False,Varietal,White,Bone-Dry,92,22,1
France,Loire Valley,False,Varietal,Red,Dry,93,26,1
United States of America,California,True,Varietal,Red,Dry,89,18,7
New Zealand,Martinborough,False,Varietal,Red,Bone-Dry,90,35,2
New Zealand,Marlborough,False,Blend,White,Off-Dry,87,17,1
France,Loire Valley,False,Varietal,White,Off-Dry,88,21,1
South Africa,Western Cape,False,Varietal,White,Off-Dry,89,20,1
United States of America,California,True,Varietal,White,Sweet,80,10,1
Italy,Piedmont,True,Varietal,Red,Bone-Dry,88,29,11
